k,type,score,label
2,Kmeans,0.017248,0
2,Kmeans,0.028474,0
2,Kmeans,0.246051,1
2,Kmeans,-0.060191,0
2,Kmeans,0.099619,0
2,Kmeans,0.080831,0
2,Kmeans,0.227873,1
2,Kmeans,0.013261,0
2,Kmeans,0.033476,0
2,Kmeans,0.085076,0
2,Kmeans,0.082817,0
2,Kmeans,0.071778,0
2,Kmeans,-0.038542,0
2,Kmeans,0.257245,1
2,Kmeans,0.077374,0
2,Kmeans,0.09827,0
2,Kmeans,0.077496,0
2,Kmeans,0.03932,1
2,Kmeans,0.132146,0
2,Kmeans,0.018977,0
2,Kmeans,0.101271,0
2,Kmeans,0.160865,1
2,Kmeans,0.05507,0
2,Kmeans,0.053147,1
2,Kmeans,-0.000759,0
2,Kmeans,0.000899,0
2,Kmeans,0.090384,0
2,Kmeans,0.123792,1
2,Kmeans,0.094794,0
2,Kmeans,0.151708,1
2,Kmeans,0.056696,0
2,Kmeans,0.23211,1
2,Kmeans,0.036364,0
2,Kmeans,0.193401,1
2,Kmeans,0.293039,1
2,Kmeans,-0.045791,0
2,Kmeans,0.064724,0
2,Kmeans,0.040711,0
2,Kmeans,-0.030987,0
2,Kmeans,-0.076631,0
2,Kmeans,-0.041417,0
2,Kmeans,0.082903,0
2,Kmeans,0.246771,1
2,Kmeans,0.147547,1
2,Kmeans,0.020676,0
2,Kmeans,0.03807,0
2,Kmeans,-0.002978,0
2,Kmeans,0.109956,1
2,Kmeans,0.068929,0
2,Kmeans,0.019412,0
2,Kmeans,0.048828,0
2,Kmeans,0.048932,0
2,Kmeans,-0.026382,0
2,Kmeans,0.009862,0
2,Kmeans,0.144579,0
2,Kmeans,0.070017,0
2,Kmeans,0.062286,0
2,Kmeans,0.008815,0
2,Kmeans,0.024337,0
2,Kmeans,0.08653,0
2,Kmeans,-0.038081,0
2,Kmeans,0.073589,0
2,Kmeans,0.056892,0
2,Kmeans,0.248064,1
2,Kmeans,0.129062,0
2,Kmeans,0.109673,0
2,Kmeans,0.195952,1
2,Kmeans,0.123442,0
2,Kmeans,0.242214,1
2,Kmeans,0.072895,0
2,Kmeans,0.063604,0
2,Kmeans,-0.046539,0
2,Kmeans,0.066658,0
2,Kmeans,0.0972,0
2,Kmeans,0.079896,0
2,Kmeans,0.139741,1
2,Kmeans,0.096908,0
2,Kmeans,0.078868,0
2,Kmeans,0.073455,0
2,Kmeans,-0.036014,0
2,Kmeans,0.113806,0
2,Kmeans,0.037002,0
2,Kmeans,0.287514,1
2,Kmeans,0.015905,0
2,Kmeans,0.096204,0
2,Kmeans,0.105858,0
2,Kmeans,0.07985,0
2,Kmeans,-0.040784,0
2,Kmeans,0.147482,0
2,Kmeans,0.085452,0
2,Kmeans,-0.043467,0
2,Kmeans,0.011568,0
2,Kmeans,0.093656,0
2,Kmeans,0.08526,0
2,Kmeans,0.126557,1
2,Kmeans,0.079322,0
2,Kmeans,0.085267,0
2,Kmeans,-0.031481,0
2,Kmeans,0.192678,1
2,Kmeans,0.068904,0
2,Kmeans,0.097045,0
2,Kmeans,0.263957,1
2,Kmeans,0.264189,1
2,Kmeans,0.039873,0
2,Kmeans,0.09745,0
2,Kmeans,0.081796,0
2,Kmeans,-0.033354,0
2,Kmeans,0.076249,0
2,Kmeans,0.069617,0
2,Kmeans,0.155568,1
2,Kmeans,0.03358,0
2,Kmeans,0.038248,0
2,Kmeans,0.004628,0
2,Kmeans,0.289952,1
2,Kmeans,-0.032336,0
2,Kmeans,0.068644,0
2,Kmeans,0.063545,0
2,Kmeans,0.070605,0
2,Kmeans,0.115436,0
2,Kmeans,0.083635,0
2,Kmeans,0.285466,1
2,Kmeans,-0.036797,0
2,Kmeans,0.056888,0
2,Kmeans,0.032608,0
2,Kmeans,0.018422,0
2,Kmeans,0.1085,0
2,Kmeans,0.073855,0
2,Kmeans,0.082884,0
2,Kmeans,0.289699,1
2,Kmeans,-0.009421,0
2,Kmeans,0.002087,0
2,Kmeans,0.279105,1
2,Kmeans,0.281746,1
2,Kmeans,0.048277,0
2,Kmeans,0.071903,0
2,Kmeans,0.129688,0
2,Kmeans,0.264741,1
2,Kmeans,0.109537,0
2,Kmeans,0.126365,1
2,Kmeans,0.073733,0
2,Kmeans,0.254998,1
2,Kmeans,0.025691,0
2,Kmeans,0.055813,0
2,Kmeans,0.039154,0
2,Kmeans,0.202608,1
2,Kmeans,0.120288,0
2,Kmeans,0.135662,1
2,Kmeans,0.036119,0
2,Kmeans,-0.033577,0
2,Kmeans,0.089325,0
2,Kmeans,0.293283,1
2,Kmeans,-0.058226,0
2,Kmeans,0.09453,0
2,Kmeans,-0.070385,0
2,Kmeans,-0.027508,0
2,Kmeans,-0.055498,0
2,Kmeans,-0.009898,0
2,Kmeans,0.076405,0
2,Kmeans,0.04984,0
2,Kmeans,0.186259,1
2,Kmeans,0.039225,0
2,Kmeans,0.256678,1
2,Kmeans,0.118137,1
2,Kmeans,0.300497,1
2,Kmeans,0.056588,1
2,Kmeans,0.091904,0
2,Kmeans,0.094517,0
2,Kmeans,0.216507,1
2,Kmeans,0.073481,0
2,Kmeans,-0.016251,0
2,Kmeans,0.060043,0
2,Kmeans,-0.003898,0
2,Kmeans,0.12858,1
2,Kmeans,0.244886,1
2,Kmeans,0.012418,0
2,Kmeans,0.068402,0
2,Kmeans,0.084813,0
2,Kmeans,0.171416,1
2,Kmeans,0.012573,0
2,Kmeans,0.002656,0
2,Kmeans,0.058467,0
2,Kmeans,0.026026,0
2,Kmeans,0.187164,1
2,Kmeans,0.285546,1
2,Kmeans,0.063951,0
2,Kmeans,0.09114,0
2,Kmeans,0.099084,0
2,Kmeans,0.023172,0
2,Kmeans,0.131982,1
2,Kmeans,0.179149,1
2,Kmeans,0.316107,1
2,Kmeans,0.089698,0
2,Kmeans,0.141817,1
2,Kmeans,0.120027,1
2,Kmeans,-0.038928,0
2,Kmeans,-0.013732,0
2,Kmeans,0.278855,1
2,Kmeans,0.263383,1
2,Kmeans,0.078317,0
2,Kmeans,0.041521,0
2,Kmeans,0.040931,0
2,Kmeans,-0.041049,0
2,Kmeans,0.00394,0
2,Kmeans,0.053227,0
2,Kmeans,0.02021,0
2,Kmeans,0.02366,0
2,Kmeans,-0.042475,0
2,Kmeans,0.007892,0
2,Kmeans,0.048098,0
2,Kmeans,0.180597,1
2,Kmeans,0.010803,0
2,Kmeans,0.011562,0
2,Kmeans,0.061834,0
2,Kmeans,0.127914,1
2,Kmeans,0.084223,0
2,Kmeans,0.008928,0
2,Kmeans,0.091838,0
2,Kmeans,-0.037092,0
2,Kmeans,0.025919,0
2,Kmeans,0.056643,0
2,Kmeans,0.25563,1
2,Kmeans,-0.025637,0
2,Kmeans,0.22275,1
2,Kmeans,0.095185,0
2,Kmeans,0.172405,1
2,Kmeans,0.070574,0
2,Kmeans,0.069876,0
2,Kmeans,0.073947,0
2,Kmeans,-0.032622,0
2,Kmeans,-0.005905,0
2,Kmeans,0.083142,0
2,Kmeans,0.032876,0
2,Kmeans,0.092094,0
2,Kmeans,0.157172,1
2,Kmeans,0.05907,0
2,Kmeans,0.090454,0
2,Kmeans,0.294837,1
2,Kmeans,0.069947,0
2,Kmeans,0.047612,0
2,Kmeans,0.050744,0
2,Kmeans,0.185693,1
2,Kmeans,0.278441,1
2,Kmeans,0.085624,0
2,Kmeans,0.083021,0
2,Kmeans,0.123386,0
2,Kmeans,0.091501,0
2,Kmeans,0.064457,0
2,Kmeans,0.117781,0
2,Kmeans,0.236042,1
2,Kmeans,-0.028684,0
2,Kmeans,0.074111,0
2,Kmeans,0.293397,1
2,Kmeans,-0.010853,0
2,Kmeans,0.155046,1
2,Kmeans,0.126657,1
2,Kmeans,0.036939,0
2,Kmeans,-0.095313,0
2,Kmeans,0.062036,0
2,Kmeans,0.022713,1
2,Kmeans,0.073361,0
2,Kmeans,0.097989,0
2,Kmeans,0.000251,0
2,Kmeans,0.078743,0
2,Kmeans,0.075933,1
2,Kmeans,0.029291,0
2,Kmeans,0.132141,1
2,Kmeans,0.0679,0
2,Kmeans,0.175899,1
2,Kmeans,0.0512,0
2,Kmeans,-0.046405,0
2,Kmeans,0.041788,0
2,Kmeans,0.235926,1
2,Kmeans,-0.010582,0
2,Kmeans,0.290432,1
2,Kmeans,0.020121,0
2,Kmeans,0.153241,1
2,Kmeans,0.07238,0
2,Kmeans,-0.029622,0
2,Kmeans,0.064873,0
2,Kmeans,0.007326,0
2,Kmeans,-0.042052,0
2,Kmeans,0.066712,0
2,Kmeans,0.109392,0
2,Kmeans,0.145019,1
2,Kmeans,0.023132,0
2,Kmeans,0.273147,1
2,Kmeans,0.102785,0
2,Kmeans,0.053737,0
2,Kmeans,0.121667,0
2,Kmeans,0.123778,1
2,Kmeans,0.080374,0
2,Kmeans,0.128289,1
2,Kmeans,0.153607,1
2,Kmeans,0.003377,0
2,Kmeans,0.109261,0
2,Kmeans,0.095381,0
2,Kmeans,0.025405,0
2,Kmeans,0.057694,0
2,Kmeans,0.289323,1
2,Kmeans,0.021918,0
2,Kmeans,0.056216,0
2,Kmeans,0.176235,1
2,Kmeans,0.25299,1
2,Kmeans,0.182998,1
2,Kmeans,0.049065,0
2,Kmeans,0.18245,1
2,Kmeans,0.243821,1
2,Kmeans,-0.026787,0
2,Kmeans,0.038678,0
2,Kmeans,0.091934,0
2,Kmeans,0.223965,1
2,Kmeans,0.083848,0
2,Kmeans,0.052258,0
2,Kmeans,0.080847,0
2,Kmeans,0.221616,1
2,Kmeans,-0.067601,0
2,Kmeans,-0.057047,0
2,Kmeans,0.106237,0
2,Kmeans,0.073874,0
2,Kmeans,0.108261,0
2,Kmeans,0.039205,0
2,Kmeans,0.120377,0
