,x,y,target
0,2.988295316696167,-56.092891693115234,0.0
1,-10.446213722229004,-13.412995338439941,0.0
2,38.1785888671875,17.334474563598633,0.0
3,25.194259643554688,-3.4725658893585205,0.0
4,-8.353739738464355,-25.835716247558594,1.0
5,-60.95685577392578,17.03059959411621,0.0
6,36.99061584472656,17.281137466430664,0.0
7,6.613041400909424,-9.600507736206055,0.0
8,10.003290176391602,-50.820648193359375,0.0
9,-66.02261352539062,15.298073768615723,0.0
10,-50.8389892578125,2.5843393802642822,0.0
11,-14.996247291564941,4.886977672576904,1.0
12,-48.206478118896484,21.662029266357422,0.0
13,27.966039657592773,28.633926391601562,0.0
14,-28.89763832092285,-18.357378005981445,0.0
15,21.550432205200195,-48.822975158691406,0.0
16,49.84765625,3.8711349964141846,0.0
17,-1.4192249774932861,-56.25782775878906,0.0
18,-41.42182159423828,13.904818534851074,0.0
19,-21.10457992553711,27.444969177246094,0.0
20,-50.85852813720703,1.721304178237915,0.0
21,-33.73396682739258,-7.413832187652588,0.0
22,26.163667678833008,-44.4235725402832,0.0
23,-23.438377380371094,-15.348226547241211,0.0
24,-4.490311622619629,45.42500686645508,1.0
25,-31.83916473388672,-24.562156677246094,0.0
26,-40.404815673828125,-25.7717342376709,0.0
27,3.159942865371704,12.822153091430664,0.0
28,6.110488414764404,-43.28217697143555,0.0
29,-0.8287885189056396,21.558244705200195,0.0
30,-5.154359817504883,1.4073516130447388,0.0
31,20.24079704284668,25.157678604125977,0.0
32,16.823223114013672,-45.96156311035156,1.0
33,5.680897235870361,-66.00631713867188,0.0
34,35.81680679321289,33.84221649169922,0.0
35,17.62594223022461,8.279727935791016,0.0
36,10.570088386535645,-10.312592506408691,0.0
37,-0.09810522943735123,49.180667877197266,0.0
38,6.689736843109131,-52.8217658996582,0.0
39,25.911434173583984,-3.0845937728881836,0.0
40,-2.325822591781616,11.658709526062012,1.0
41,-57.91622543334961,-1.886841058731079,0.0
42,39.46711730957031,29.960134506225586,0.0
43,-0.5031028389930725,21.284135818481445,0.0
44,22.128280639648438,-9.0067777633667,0.0
45,-26.71501350402832,-20.356731414794922,1.0
46,7.948408126831055,13.048439025878906,0.0
47,-28.015230178833008,-3.4177608489990234,0.0
48,38.023101806640625,-19.01997184753418,0.0
49,-25.15825843811035,22.7840576171875,0.0
50,-13.181069374084473,-29.718210220336914,1.0
51,-6.661562919616699,-3.2330267429351807,0.0
52,13.15924072265625,18.0211238861084,0.0
53,15.058624267578125,4.624783039093018,0.0
54,-41.42831039428711,15.58499526977539,0.0
55,-12.612081527709961,-3.348503589630127,1.0
56,21.638286590576172,12.492677688598633,0.0
57,-46.52061462402344,19.108644485473633,0.0
58,21.896041870117188,4.404067516326904,0.0
59,-43.648712158203125,-23.879627227783203,0.0
60,17.86311912536621,7.550606727600098,0.0
61,-60.628543853759766,17.063251495361328,0.0
62,13.98944091796875,-10.233722686767578,0.0
63,31.638408660888672,46.82630157470703,0.0
64,-42.62592697143555,14.40814208984375,0.0
65,27.5488224029541,-42.574615478515625,0.0
66,8.720086097717285,-64.69100952148438,0.0
67,54.20003890991211,-8.413818359375,0.0
68,37.959835052490234,16.793933868408203,0.0
69,-58.95391082763672,4.075088024139404,0.0
70,42.594886779785156,-15.06036376953125,0.0
71,-22.246191024780273,27.168460845947266,0.0
72,-15.063220024108887,-35.640750885009766,0.0
73,5.433390140533447,44.65901565551758,0.0
74,-48.7968635559082,3.669969320297241,0.0
75,-26.063499450683594,28.424251556396484,0.0
76,7.953484058380127,-44.2467041015625,0.0
77,24.827205657958984,-40.76723861694336,1.0
78,-48.84173583984375,3.9996471405029297,0.0
79,34.286407470703125,-1.883901596069336,0.0
80,-61.607662200927734,3.954853057861328,0.0
81,19.662168502807617,-42.593082427978516,0.0
82,27.18213653564453,35.190250396728516,0.0
83,12.10922622680664,7.3143486976623535,0.0
84,18.059772491455078,-11.257448196411133,1.0
85,4.725529193878174,-41.97232437133789,0.0
86,-61.040836334228516,15.133875846862793,0.0
87,24.960758209228516,-4.207990646362305,0.0
88,29.226287841796875,-49.2160758972168,0.0
89,9.407740592956543,-34.106231689453125,0.0
90,-33.49384689331055,-12.790329933166504,0.0
91,-46.47451400756836,20.262283325195312,0.0
92,44.94671630859375,1.701096534729004,0.0
93,3.8502132892608643,42.519527435302734,0.0
94,15.832276344299316,21.356311798095703,0.0
95,-34.038578033447266,-20.69811248779297,0.0
96,-57.77628707885742,-1.2360774278640747,0.0
97,-48.107017517089844,21.647504806518555,1.0
98,4.8718342781066895,-63.41726303100586,0.0
99,44.525299072265625,1.1130859851837158,0.0
100,-62.970787048339844,12.92488956451416,1.0
101,20.967288970947266,39.2148551940918,0.0
102,33.87345504760742,36.014671325683594,1.0
103,-7.324645519256592,-26.51546859741211,0.0
104,-35.278934478759766,-22.20442008972168,1.0
105,18.37892723083496,-51.784549713134766,0.0
106,-26.367233276367188,-16.358057022094727,0.0
107,3.5153355598449707,-11.237306594848633,1.0
108,4.155529499053955,-6.350513458251953,0.0
109,12.010704040527344,-64.238525390625,0.0
110,-40.708736419677734,-19.909223556518555,0.0
111,-13.048120498657227,-32.517425537109375,0.0
112,0.4807722568511963,39.06648254394531,0.0
113,33.14070129394531,42.90763854980469,0.0
114,16.04627227783203,5.315273284912109,0.0
115,39.45144271850586,-15.856226921081543,0.0
116,27.596643447875977,-44.71628952026367,0.0
117,-62.74230194091797,8.262271881103516,0.0
118,21.332260131835938,-42.012821197509766,1.0
119,7.641786098480225,-41.671634674072266,0.0
120,-29.026729583740234,52.87906265258789,0.0
121,2.7188217639923096,40.46427917480469,0.0
122,12.223313331604004,-11.748026847839355,0.0
123,38.73299026489258,-14.227166175842285,0.0
124,-20.243663787841797,-27.84013557434082,0.0
125,31.701078414916992,-42.25342559814453,0.0
126,-33.62648391723633,-22.21320343017578,0.0
127,19.11986541748047,12.39256477355957,0.0
128,38.986454010009766,36.658504486083984,0.0
129,7.812241554260254,-51.50810241699219,1.0
130,-39.43745040893555,21.579181671142578,0.0
131,31.569923400878906,44.747650146484375,0.0
