k,type,score,label
2,Kmeans,0.520353,0
2,Kmeans,0.478228,1
2,Kmeans,0.47651,0
2,Kmeans,0.457196,0
2,Kmeans,0.342101,1
2,Kmeans,0.28161,0
2,Kmeans,0.485134,0
2,Kmeans,0.238257,1
2,Kmeans,0.392611,1
2,Kmeans,0.02008,1
2,Kmeans,0.470546,1
2,Kmeans,0.590202,0
2,Kmeans,0.421679,0
2,Kmeans,0.11337,1
2,Kmeans,0.495386,0
2,Kmeans,0.420549,0
2,Kmeans,0.536921,1
2,Kmeans,0.449301,1
2,Kmeans,0.398154,1
2,Kmeans,0.395243,0
2,Kmeans,0.485107,1
2,Kmeans,0.450198,1
2,Kmeans,0.512697,1
2,Kmeans,0.539198,0
2,Kmeans,0.359297,0
2,Kmeans,0.537611,1
2,Kmeans,0.329955,1
2,Kmeans,0.304735,1
2,Kmeans,0.011362,0
2,Kmeans,0.468077,0
2,Kmeans,0.120499,1
2,Kmeans,0.536611,1
2,Kmeans,0.22487,1
2,Kmeans,0.513065,1
2,Kmeans,0.397391,1
2,Kmeans,0.580763,0
2,Kmeans,0.540073,0
2,Kmeans,0.451446,1
2,Kmeans,0.455332,1
2,Kmeans,0.41526,0
2,Kmeans,0.007594,0
2,Kmeans,0.373878,1
2,Kmeans,0.410516,1
2,Kmeans,0.441856,0
2,Kmeans,0.444623,1
2,Kmeans,0.493795,1
2,Kmeans,0.364685,1
2,Kmeans,0.095636,0
2,Kmeans,0.524071,1
2,Kmeans,0.514996,1
2,Kmeans,0.421831,0
2,Kmeans,0.470373,0
2,Kmeans,0.522294,1
2,Kmeans,0.204111,1
2,Kmeans,0.512682,0
2,Kmeans,0.521134,1
2,Kmeans,0.30119,0
2,Kmeans,0.509529,1
2,Kmeans,0.540522,0
2,Kmeans,0.381373,0
2,Kmeans,0.085723,0
2,Kmeans,0.519999,0
2,Kmeans,0.002889,1
2,Kmeans,0.479014,1
2,Kmeans,0.416679,1
2,Kmeans,0.213509,0
2,Kmeans,0.429612,1
2,Kmeans,0.252158,1
2,Kmeans,0.523989,1
2,Kmeans,0.209275,0
2,Kmeans,0.553147,0
2,Kmeans,0.474705,0
2,Kmeans,0.504585,1
2,Kmeans,0.449655,0
2,Kmeans,0.519535,1
2,Kmeans,0.56752,0
2,Kmeans,0.52816,1
2,Kmeans,0.453874,1
2,Kmeans,0.349895,1
2,Kmeans,0.55031,0
2,Kmeans,0.250619,0
2,Kmeans,0.46148,1
2,Kmeans,0.524886,0
2,Kmeans,0.242535,1
2,Kmeans,0.075615,1
2,Kmeans,0.5922,0
2,Kmeans,0.495457,0
2,Kmeans,0.500572,1
2,Kmeans,0.522798,1
2,Kmeans,0.545024,0
2,Kmeans,0.559223,0
2,Kmeans,0.487161,1
2,Kmeans,0.442119,1
2,Kmeans,0.403983,1
2,Kmeans,0.485198,1
2,Kmeans,0.57395,0
2,Kmeans,0.486166,1
2,Kmeans,0.411056,0
2,Kmeans,0.488128,0
2,Kmeans,0.537269,0
2,Kmeans,0.293293,0
2,Kmeans,0.513519,1
2,Kmeans,0.465139,1
2,Kmeans,0.557309,0
2,Kmeans,0.550023,0
2,Kmeans,0.30261,0
2,Kmeans,0.383942,1
2,Kmeans,0.331641,0
2,Kmeans,0.2459,0
2,Kmeans,0.466859,1
2,Kmeans,0.050437,1
2,Kmeans,0.464745,0
2,Kmeans,0.308334,1
2,Kmeans,0.516166,1
2,Kmeans,0.513224,1
2,Kmeans,0.478367,1
2,Kmeans,0.05872,0
2,Kmeans,0.232389,0
